IP地址,端口,TLS,数据中心,地区,城市,网络延迟(毫秒),下载速度(MB/s)
8.219.219.130,443,true,SIN,Asia Pacific,Singapore,63,5.45
8.219.175.185,443,true,SIN,Asia Pacific,Singapore,74,5.41
8.219.206.23,443,true,SIN,Asia Pacific,Singapore,71,5.39
217.142.139.57,443,true,ICN,Asia Pacific,Seoul,90,5.38
8.219.137.222,443,true,SIN,Asia Pacific,Singapore,65,5.36
8.222.136.10,443,true,SIN,Asia Pacific,Singapore,65,5.35
8.219.251.19,443,true,SIN,Asia Pacific,Singapore,68,5.34
8.222.181.236,443,true,SIN,Asia Pacific,Singapore,65,5.31
8.219.136.176,443,true,SIN,Asia Pacific,Singapore,67,5.29
8.219.253.244,443,true,SIN,Asia Pacific,Singapore,69,5.26
8.222.135.9,443,true,SIN,Asia Pacific,Singapore,71,5.20
8.222.137.101,443,true,SIN,Asia Pacific,Singapore,66,5.18
168.138.178.45,443,true,SIN,Asia Pacific,Singapore,244,5.16
8.219.231.109,443,true,SIN,Asia Pacific,Singapore,69,5.15
8.222.140.12,443,true,SIN,Asia Pacific,Singapore,75,5.13
8.219.212.8,443,true,SIN,Asia Pacific,Singapore,74,5.11
8.219.128.5,443,true,SIN,Asia Pacific,Singapore,66,5.02
8.219.234.138,443,true,SIN,Asia Pacific,Singapore,69,5.02
64.110.72.143,443,true,ICN,Asia Pacific,Seoul,85,4.96
8.222.153.14,443,true,SIN,Asia Pacific,Singapore,68,4.90
8.222.132.172,443,true,SIN,Asia Pacific,Singapore,74,4.87
8.219.246.105,443,true,SIN,Asia Pacific,Singapore,73,4.87
8.219.185.178,443,true,SIN,Asia Pacific,Singapore,70,4.87
8.222.188.66,443,true,SIN,Asia Pacific,Singapore,57,4.76
8.219.236.171,443,true,SIN,Asia Pacific,Singapore,72,4.66
185.155.235.239,443,true,HKG,Asia Pacific,Hong Kong,139,4.55
138.2.84.150,443,true,SIN,Asia Pacific,Singapore,243,4.38
8.222.158.42,443,true,SIN,Asia Pacific,Singapore,71,4.34
8.219.159.84,443,true,SIN,Asia Pacific,Singapore,67,4.26
8.222.168.213,443,true,SIN,Asia Pacific,Singapore,71,4.10
8.222.133.189,443,true,SIN,Asia Pacific,Singapore,73,4.10
8.222.154.153,443,true,SIN,Asia Pacific,Singapore,71,4.08
8.222.158.44,443,true,SIN,Asia Pacific,Singapore,72,3.91
8.222.162.80,443,true,SIN,Asia Pacific,Singapore,74,3.87
8.222.162.191,443,true,SIN,Asia Pacific,Singapore,68,3.82
8.219.238.112,443,true,SIN,Asia Pacific,Singapore,73,3.64
8.219.153.230,443,true,SIN,Asia Pacific,Singapore,67,3.61
8.219.132.208,443,true,SIN,Asia Pacific,Singapore,68,3.59
8.222.137.121,443,true,SIN,Asia Pacific,Singapore,68,3.58
8.219.178.225,443,true,SIN,Asia Pacific,Singapore,64,3.55
168.138.194.74,443,true,NRT,Asia Pacific,Tokyo,190,3.52
8.222.131.203,443,true,SIN,Asia Pacific,Singapore,67,3.49
8.219.175.195,443,true,SIN,Asia Pacific,Singapore,66,3.31
8.219.178.66,443,true,SIN,Asia Pacific,Singapore,67,3.19
158.101.151.41,443,true,NRT,Asia Pacific,Tokyo,181,3.13
150.230.249.48,443,true,ICN,Asia Pacific,Seoul,238,3.12
8.219.140.25,443,true,SIN,Asia Pacific,Singapore,72,3.11
131.186.57.121,443,true,SIN,Asia Pacific,Singapore,239,3.00
152.69.235.127,443,true,ICN,Asia Pacific,Seoul,212,2.92
140.238.60.225,443,true,NRT,Asia Pacific,Tokyo,179,2.81
129.154.50.220,443,true,ICN,Asia Pacific,Seoul,203,2.80
132.145.116.185,443,true,NRT,Asia Pacific,Tokyo,180,2.73
129.154.58.53,443,true,SIN,Asia Pacific,Singapore,254,2.63
8.222.191.83,443,true,SIN,Asia Pacific,Singapore,58,2.58
140.245.67.60,443,true,SIN,Asia Pacific,Singapore,256,2.55
64.110.104.30,443,true,KIX,Asia Pacific,Osaka,177,2.53
138.3.210.24,443,true,NRT,Asia Pacific,Tokyo,175,2.52
130.162.137.60,443,true,SIN,Asia Pacific,Singapore,251,2.50
8.222.191.203,443,true,SIN,Asia Pacific,Singapore,74,2.48
158.180.80.78,443,true,ICN,Asia Pacific,Seoul,206,2.45
138.2.122.55,443,true,SIN,Asia Pacific,Singapore,254,2.43
158.178.236.198,443,true,SIN,Asia Pacific,Singapore,253,2.40
131.186.31.239,443,true,SIN,Asia Pacific,Singapore,251,2.39
64.110.101.125,443,true,KIX,Asia Pacific,Osaka,175,2.34
217.142.141.52,443,true,ICN,Asia Pacific,Seoul,81,2.33
158.180.83.184,443,true,ICN,Asia Pacific,Seoul,209,2.33
158.180.76.183,443,true,ICN,Asia Pacific,Seoul,223,2.32
131.186.33.165,443,true,SIN,Asia Pacific,Singapore,243,2.31
140.245.78.168,443,true,ICN,Asia Pacific,Seoul,207,2.29
144.24.80.85,443,true,SIN,Asia Pacific,Singapore,266,2.28
193.123.253.209,443,true,SIN,Asia Pacific,Singapore,256,2.27
193.123.246.237,443,true,SIN,Asia Pacific,Singapore,256,2.26
193.123.235.59,443,true,ICN,Asia Pacific,Seoul,65,2.24
146.56.146.89,443,true,SIN,Asia Pacific,Singapore,249,2.22
158.180.84.60,443,true,ICN,Asia Pacific,Seoul,207,2.22
152.70.92.151,443,true,SIN,Asia Pacific,Singapore,269,2.20
158.180.87.105,443,true,SIN,Asia Pacific,Singapore,255,2.16
152.67.222.250,443,true,ICN,Asia Pacific,Seoul,201,2.16
8.219.162.235,443,true,SIN,Asia Pacific,Singapore,71,2.16
146.56.101.141,443,true,ICN,Asia Pacific,Seoul,215,2.16
138.2.113.182,443,true,SIN,Asia Pacific,Singapore,258,2.15
158.180.92.166,443,true,ICN,Asia Pacific,Seoul,211,2.15
150.230.217.167,443,true,SIN,Asia Pacific,Singapore,260,2.15
168.138.216.18,443,true,SIN,Asia Pacific,Singapore,255,2.13
152.67.203.34,443,true,ICN,Asia Pacific,Seoul,222,2.13
47.239.14.220,443,true,HKG,Asia Pacific,Hong Kong,32,2.11
130.162.144.173,443,true,SIN,Asia Pacific,Singapore,263,2.09
130.162.132.180,443,true,SIN,Asia Pacific,Singapore,259,2.08
129.154.51.218,443,true,ICN,Asia Pacific,Seoul,214,2.07
168.138.162.187,443,true,SIN,Asia Pacific,Singapore,244,2.04
155.248.169.33,443,true,SIN,Asia Pacific,Singapore,239,2.03
140.245.69.69,443,true,SIN,Asia Pacific,Singapore,256,2.03
131.186.44.147,443,true,SIN,Asia Pacific,Singapore,289,2.03
193.123.234.156,443,true,SIN,Asia Pacific,Singapore,258,2.03
152.69.233.251,443,true,SIN,Asia Pacific,Singapore,253,2.03
158.180.68.199,443,true,ICN,Asia Pacific,Seoul,218,2.02
152.69.232.44,443,true,SIN,Asia Pacific,Singapore,256,1.98
158.180.69.87,443,true,SIN,Asia Pacific,Singapore,268,1.95
150.230.252.200,443,true,SIN,Asia Pacific,Singapore,256,1.94
146.56.174.255,443,true,SIN,Asia Pacific,Singapore,264,1.94
140.227.233.71,443,true,NRT,Asia Pacific,Tokyo,182,1.92
140.245.66.31,443,true,ICN,Asia Pacific,Seoul,221,1.91
146.56.139.84,443,true,SIN,Asia Pacific,Singapore,261,1.91
150.230.194.134,443,true,SIN,Asia Pacific,Singapore,258,1.88
138.3.213.25,443,true,SIN,Asia Pacific,Singapore,252,1.85
130.162.129.95,443,true,SIN,Asia Pacific,Singapore,247,1.83
140.245.66.1,443,true,SIN,Asia Pacific,Singapore,1288,1.83
138.2.123.70,443,true,ICN,Asia Pacific,Seoul,205,1.82
8.219.132.64,443,true,SIN,Asia Pacific,Singapore,70,1.81
155.248.167.249,443,true,SIN,Asia Pacific,Singapore,245,1.81
144.24.84.89,443,true,SIN,Asia Pacific,Singapore,259,1.81
146.56.39.213,443,true,SIN,Asia Pacific,Singapore,266,1.80
8.222.133.242,443,true,SIN,Asia Pacific,Singapore,69,1.79
64.110.76.50,443,true,SIN,Asia Pacific,Singapore,1307,1.78
138.3.209.122,443,true,SIN,Asia Pacific,Singapore,242,1.78
54.255.206.197,443,true,SIN,Asia Pacific,Singapore,67,1.77
144.24.68.35,443,true,SIN,Asia Pacific,Singapore,254,1.75
168.138.223.19,443,true,SIN,Asia Pacific,Singapore,243,1.74
152.69.227.245,443,true,SIN,Asia Pacific,Singapore,259,1.73
150.230.221.88,443,true,SIN,Asia Pacific,Singapore,251,1.69
146.56.130.27,443,true,SIN,Asia Pacific,Singapore,256,1.69
152.67.221.119,443,true,ICN,Asia Pacific,Seoul,220,1.67
217.142.130.114,443,true,SIN,Asia Pacific,Singapore,287,1.66
193.123.254.53,443,true,SIN,Asia Pacific,Singapore,257,1.66
144.24.85.159,443,true,SIN,Asia Pacific,Singapore,260,1.65
146.56.108.115,443,true,SIN,Asia Pacific,Singapore,263,1.64
8.219.223.95,443,true,SIN,Asia Pacific,Singapore,69,1.64
150.230.201.73,443,true,SIN,Asia Pacific,Singapore,257,1.64
158.180.73.230,443,true,SIN,Asia Pacific,Singapore,263,1.62
8.222.131.120,443,true,SIN,Asia Pacific,Singapore,68,1.62
193.123.243.64,443,true,SIN,Asia Pacific,Singapore,248,1.60
158.180.80.199,443,true,SIN,Asia Pacific,Singapore,266,1.60
152.69.229.233,443,true,SIN,Asia Pacific,Singapore,265,1.59
146.56.154.250,443,true,SIN,Asia Pacific,Singapore,261,1.59
140.245.66.83,443,true,SIN,Asia Pacific,Singapore,1297,1.57
158.180.78.106,443,true,SIN,Asia Pacific,Singapore,257,1.56
168.138.223.254,443,true,SIN,Asia Pacific,Singapore,259,1.56
150.109.11.223,443,true,SIN,Asia Pacific,Singapore,73,1.55
158.180.77.199,443,true,SIN,Asia Pacific,Singapore,254,1.55
158.180.78.133,443,true,SIN,Asia Pacific,Singapore,256,1.54
129.154.55.18,443,true,SIN,Asia Pacific,Singapore,280,1.54
193.123.254.17,443,true,SIN,Asia Pacific,Singapore,267,1.53
140.245.72.7,443,true,SIN,Asia Pacific,Singapore,271,1.48
130.162.142.10,443,true,SIN,Asia Pacific,Singapore,262,1.44
144.24.90.107,443,true,ICN,Asia Pacific,Seoul,208,1.42
64.110.72.29,443,true,SIN,Asia Pacific,Singapore,268,1.41
175.41.148.129,443,true,SIN,Asia Pacific,Singapore,61,1.41
146.56.175.68,443,true,ICN,Asia Pacific,Seoul,71,1.39
43.156.253.94,443,true,SIN,Asia Pacific,Singapore,68,1.35
8.219.163.27,443,true,SIN,Asia Pacific,Singapore,66,1.35
152.67.222.207,443,true,SIN,Asia Pacific,Singapore,256,1.17
8.219.186.120,443,true,SIN,Asia Pacific,Singapore,69,1.12
64.110.75.145,443,true,ICN,Asia Pacific,Seoul,89,0.95
54.251.94.83,443,true,SIN,Asia Pacific,Singapore,60,0.87
140.238.33.161,443,true,NRT,Asia Pacific,Tokyo,175,0.85
43.156.181.203,443,true,SIN,Asia Pacific,Singapore,70,0.84
8.219.254.97,443,true,SIN,Asia Pacific,Singapore,69,0.80
8.222.158.140,443,true,SIN,Asia Pacific,Singapore,72,0.79
8.222.180.229,443,true,SIN,Asia Pacific,Singapore,73,0.78
8.222.163.12,443,true,SIN,Asia Pacific,Singapore,80,0.72
8.222.157.169,443,true,SIN,Asia Pacific,Singapore,68,0.71
8.219.138.190,443,true,SIN,Asia Pacific,Singapore,68,0.71
132.226.236.37,443,true,ICN,Asia Pacific,Seoul,70,0.68
138.2.73.208,443,true,SIN,Asia Pacific,Singapore,99,0.67
8.219.241.41,443,true,SIN,Asia Pacific,Singapore,66,0.62
143.42.66.91,443,true,SIN,Asia Pacific,Singapore,341,0.60
203.9.150.104,443,true,HKG,Asia Pacific,Hong Kong,114,0.59
168.138.46.67,443,true,KIX,Asia Pacific,Osaka,200,0.56
217.142.243.226,443,true,KIX,Asia Pacific,Osaka,200,0.52
158.180.65.145,443,true,ICN,Asia Pacific,Seoul,215,0.52
38.47.101.229,443,true,HKG,Asia Pacific,Hong Kong,37,0.52
158.180.89.73,443,true,ICN,Asia Pacific,Seoul,209,0.50
47.236.179.39,443,true,SIN,Asia Pacific,Singapore,70,0.46
47.236.90.252,443,true,SIN,Asia Pacific,Singapore,66,0.45
8.222.165.42,443,true,SIN,Asia Pacific,Singapore,70,0.45
144.24.86.137,443,true,SIN,Asia Pacific,Singapore,269,0.44
47.245.100.62,443,true,SIN,Asia Pacific,Singapore,67,0.43
146.56.186.106,443,true,ICN,Asia Pacific,Seoul,67,0.42
152.69.205.76,443,true,KIX,Asia Pacific,Osaka,200,0.42
47.76.222.146,443,true,HKG,Asia Pacific,Hong Kong,29,0.39
8.219.179.242,443,true,SIN,Asia Pacific,Singapore,64,0.39
54.251.117.144,443,true,SIN,Asia Pacific,Singapore,64,0.37
144.24.78.162,443,true,ICN,Asia Pacific,Seoul,205,0.36
43.156.116.194,443,true,SIN,Asia Pacific,Singapore,205,0.35
217.142.236.93,443,true,KIX,Asia Pacific,Osaka,198,0.35
129.150.42.75,443,true,SIN,Asia Pacific,Singapore,103,0.34
217.142.130.64,443,true,SIN,Asia Pacific,Singapore,285,0.33
23.106.143.60,443,true,KIX,Asia Pacific,Osaka,44,0.30
138.3.210.218,443,true,NRT,Asia Pacific,Tokyo,179,0.29
152.70.244.200,443,true,ICN,Asia Pacific,Seoul,1066,0.27
23.106.143.60,443,true,KIX,Asia Pacific,Osaka,44,0.25
146.56.188.240,443,true,ICN,Asia Pacific,Seoul,65,0.25
146.56.148.64,443,true,ICN,Asia Pacific,Seoul,71,0.25
8.222.155.146,443,true,SIN,Asia Pacific,Singapore,64,0.24
202.182.115.102,443,true,NRT,Asia Pacific,Tokyo,88,0.24
156.230.12.71,443,true,HKG,Asia Pacific,Hong Kong,143,0.22
34.142.173.223,443,true,SIN,Asia Pacific,Singapore,228,0.21
168.138.194.208,443,true,NRT,Asia Pacific,Tokyo,180,0.19
18.183.125.149,443,true,NRT,Asia Pacific,Tokyo,38,0.17
152.69.228.105,443,true,ICN,Asia Pacific,Seoul,219,0.17
168.138.222.208,443,true,NRT,Asia Pacific,Tokyo,186,0.17
131.186.59.85,443,true,NRT,Asia Pacific,Tokyo,197,0.17
143.42.65.117,443,true,SIN,Asia Pacific,Singapore,338,0.16
47.236.112.49,443,true,SIN,Asia Pacific,Singapore,61,0.16
144.24.73.232,443,true,ICN,Asia Pacific,Seoul,202,0.16
193.123.244.59,443,true,ICN,Asia Pacific,Seoul,66,0.14
132.226.236.214,443,true,ICN,Asia Pacific,Seoul,68,0.13
168.138.183.82,443,true,SIN,Asia Pacific,Singapore,117,0.11
158.101.142.120,443,true,NRT,Asia Pacific,Tokyo,180,0.11
131.186.33.179,443,true,NRT,Asia Pacific,Tokyo,173,0.10
138.2.112.184,443,true,ICN,Asia Pacific,Seoul,225,0.10
47.76.190.53,443,true,HKG,Asia Pacific,Hong Kong,32,0.10
18.183.250.242,443,true,NRT,Asia Pacific,Tokyo,65,0.09
138.2.93.229,443,true,SIN,Asia Pacific,Singapore,108,0.09
152.69.206.199,443,true,KIX,Asia Pacific,Osaka,208,0.08
150.230.203.70,443,true,NRT,Asia Pacific,Tokyo,177,0.08
141.98.198.197,443,true,NRT,Asia Pacific,Tokyo,44,0.07
47.76.136.11,443,true,HKG,Asia Pacific,Hong Kong,32,0.07
47.76.182.87,443,true,HKG,Asia Pacific,Hong Kong,37,0.07
143.42.74.10,443,true,SIN,Asia Pacific,Singapore,313,0.07
157.254.252.148,443,true,NRT,Asia Pacific,Tokyo,40,0.06
47.83.245.101,443,true,HKG,Asia Pacific,Hong Kong,37,0.06
206.237.8.182,443,true,HKG,Asia Pacific,Hong Kong,94,0.05
38.47.102.135,443,true,HKG,Asia Pacific,Hong Kong,38,0.05
8.219.142.96,443,true,SIN,Asia Pacific,Singapore,67,0.05
146.56.42.33,443,true,ICN,Asia Pacific,Seoul,68,0.05
8.219.128.161,443,true,ICN,Asia Pacific,Seoul,67,0.05
206.237.0.244,443,true,HKG,Asia Pacific,Hong Kong,140,0.05
129.150.48.166,443,true,SIN,Asia Pacific,Singapore,257,0.04
146.56.131.80,443,true,ICN,Asia Pacific,Seoul,69,0.04
47.236.182.155,443,true,SIN,Asia Pacific,Singapore,64,0.04
8.219.172.44,443,true,SIN,Asia Pacific,Singapore,65,0.04
158.178.230.79,443,true,SIN,Asia Pacific,Singapore,102,0.04
43.156.238.115,443,true,SIN,Asia Pacific,Singapore,69,0.04
47.236.122.29,443,true,SIN,Asia Pacific,Singapore,64,0.04
38.47.111.149,443,true,KIX,Asia Pacific,Osaka,66,0.03
129.154.61.100,443,true,ICN,Asia Pacific,Seoul,229,0.03
8.219.211.168,443,true,SIN,Asia Pacific,Singapore,71,0.03
47.236.206.73,443,true,SIN,Asia Pacific,Singapore,63,0.03
47.236.168.151,443,true,SIN,Asia Pacific,Singapore,67,0.03
47.245.103.200,443,true,SIN,Asia Pacific,Singapore,66,0.03
47.236.194.255,443,true,SIN,Asia Pacific,Singapore,72,0.03
168.138.192.227,443,true,NRT,Asia Pacific,Tokyo,193,0.03
47.236.152.85,443,true,SIN,Asia Pacific,Singapore,70,0.03
47.236.188.121,443,true,SIN,Asia Pacific,Singapore,73,0.03
8.219.195.23,443,true,SIN,Asia Pacific,Singapore,81,0.03
129.150.34.168,443,true,SIN,Asia Pacific,Singapore,109,0.03
144.24.67.106,443,true,ICN,Asia Pacific,Seoul,210,0.03
152.67.211.136,443,true,ICN,Asia Pacific,Seoul,210,0.03
8.219.132.230,443,true,SIN,Asia Pacific,Singapore,68,0.03
152.67.197.83,443,true,ICN,Asia Pacific,Seoul,211,0.03
47.236.170.96,443,true,SIN,Asia Pacific,Singapore,73,0.03
146.56.109.143,443,true,ICN,Asia Pacific,Seoul,204,0.02
158.180.76.83,443,true,ICN,Asia Pacific,Seoul,219,0.02
130.162.131.97,443,true,ICN,Asia Pacific,Seoul,71,0.02
129.154.48.245,443,true,ICN,Asia Pacific,Seoul,220,0.02
8.218.204.104,443,true,HKG,Asia Pacific,Hong Kong,1038,0.02
38.47.121.110,443,true,NRT,Asia Pacific,Tokyo,65,0.02
152.70.246.244,443,true,ICN,Asia Pacific,Seoul,69,0.02
138.2.122.207,443,true,ICN,Asia Pacific,Seoul,221,0.02
47.245.112.172,443,true,SIN,Asia Pacific,Singapore,77,0.02
138.2.93.63,443,true,SIN,Asia Pacific,Singapore,109,0.02
206.237.10.57,443,true,HKG,Asia Pacific,Hong Kong,135,0.02
146.56.148.5,443,true,ICN,Asia Pacific,Seoul,72,0.02
158.101.146.229,443,true,NRT,Asia Pacific,Tokyo,195,0.02
129.154.50.148,443,true,ICN,Asia Pacific,Seoul,211,0.02
131.186.61.85,443,true,NRT,Asia Pacific,Tokyo,190,0.02
168.138.44.186,443,true,KIX,Asia Pacific,Osaka,175,0.02
54.251.103.15,443,true,SIN,Asia Pacific,Singapore,66,0.02
152.67.196.11,443,true,ICN,Asia Pacific,Seoul,215,0.02
138.2.69.131,443,true,SIN,Asia Pacific,Singapore,244,0.02
47.239.43.250,443,true,HKG,Asia Pacific,Hong Kong,35,0.02
38.47.124.75,443,true,NRT,Asia Pacific,Tokyo,41,0.02
138.2.80.49,443,true,SIN,Asia Pacific,Singapore,248,0.02
131.186.45.80,443,true,NRT,Asia Pacific,Tokyo,176,0.01
8.219.230.102,443,true,SIN,Asia Pacific,Singapore,66,0.01
8.222.170.244,443,true,SIN,Asia Pacific,Singapore,69,0.01
152.69.227.165,443,true,ICN,Asia Pacific,Seoul,205,0.01
152.67.218.150,443,true,ICN,Asia Pacific,Seoul,211,0.01
193.123.238.198,443,true,ICN,Asia Pacific,Seoul,68,0.01
168.138.47.86,443,true,KIX,Asia Pacific,Osaka,175,0.01
8.219.151.106,443,true,SIN,Asia Pacific,Singapore,65,0.01
168.138.197.97,443,true,NRT,Asia Pacific,Tokyo,180,0.01
138.2.81.210,443,true,SIN,Asia Pacific,Singapore,236,0.01
152.67.196.37,443,true,ICN,Asia Pacific,Seoul,222,0.01
168.138.163.191,443,true,SIN,Asia Pacific,Singapore,238,0.01
217.142.133.49,443,true,ICN,Asia Pacific,Seoul,85,0.01
47.76.166.145,443,true,HKG,Asia Pacific,Hong Kong,31,0.01
157.119.103.228,443,true,HKG,Asia Pacific,Hong Kong,138,0.01
