IP地址,端口,TLS,数据中心,地区,城市,网络延迟(毫秒),下载速度(MB/s)
8.222.167.209,443,true,SIN,Asia Pacific,Singapore,68,4.93
47.245.101.142,443,true,SIN,Asia Pacific,Singapore,71,4.91
8.222.155.193,443,true,SIN,Asia Pacific,Singapore,58,4.86
8.222.190.227,443,true,SIN,Asia Pacific,Singapore,58,4.84
47.236.30.169,443,true,SIN,Asia Pacific,Singapore,73,4.83
8.222.132.245,443,true,NRT,Asia Pacific,Tokyo,66,4.76
8.219.178.191,443,true,SIN,Asia Pacific,Singapore,61,4.75
8.222.185.103,443,true,SIN,Asia Pacific,Singapore,69,4.69
8.219.233.36,443,true,SIN,Asia Pacific,Singapore,67,4.69
8.219.231.176,443,true,SIN,Asia Pacific,Singapore,67,4.66
193.123.254.53,443,true,ICN,Asia Pacific,Seoul,67,4.65
8.222.154.166,443,true,SIN,Asia Pacific,Singapore,65,4.64
47.245.97.55,443,true,SIN,Asia Pacific,Singapore,67,4.62
8.219.248.177,443,true,SIN,Asia Pacific,Singapore,70,4.59
47.245.101.48,443,true,SIN,Asia Pacific,Singapore,71,4.57
8.222.162.191,443,true,SIN,Asia Pacific,Singapore,66,4.54
8.219.160.151,443,true,SIN,Asia Pacific,Singapore,73,4.53
8.219.132.244,443,true,SIN,Asia Pacific,Singapore,64,4.51
8.219.244.216,443,true,SIN,Asia Pacific,Singapore,70,4.42
47.245.112.63,443,true,SIN,Asia Pacific,Singapore,64,4.41
8.219.138.144,443,true,SIN,Asia Pacific,Singapore,72,4.32
8.219.202.219,443,true,SIN,Asia Pacific,Singapore,65,4.32
217.142.128.205,443,true,ICN,Asia Pacific,Seoul,89,4.27
8.219.189.208,443,true,SIN,Asia Pacific,Singapore,61,4.13
47.76.198.150,443,true,HKG,Asia Pacific,Hong Kong,56,4.12
8.219.169.242,443,true,SIN,Asia Pacific,Singapore,69,4.04
193.123.255.70,443,true,ICN,Asia Pacific,Seoul,68,4.00
8.219.249.204,443,true,SIN,Asia Pacific,Singapore,74,3.98
23.106.140.129,443,true,KIX,Asia Pacific,Osaka,48,3.92
8.219.206.191,443,true,SIN,Asia Pacific,Singapore,65,3.91
8.219.191.118,443,true,SIN,Asia Pacific,Singapore,63,3.91
8.222.153.233,443,true,SIN,Asia Pacific,Singapore,66,3.78
8.222.148.153,443,true,SIN,Asia Pacific,Singapore,63,3.77
47.245.118.93,443,true,SIN,Asia Pacific,Singapore,67,3.77
8.219.137.26,443,true,SIN,Asia Pacific,Singapore,69,3.69
8.219.137.217,443,true,SIN,Asia Pacific,Singapore,65,3.66
8.219.131.197,443,true,SIN,Asia Pacific,Singapore,64,3.65
8.222.187.131,443,true,SIN,Asia Pacific,Singapore,60,3.62
47.245.107.155,443,true,SIN,Asia Pacific,Singapore,69,3.59
146.56.156.202,443,true,ICN,Asia Pacific,Seoul,65,3.56
8.222.140.119,443,true,SIN,Asia Pacific,Singapore,63,3.56
217.142.137.68,443,true,ICN,Asia Pacific,Seoul,87,3.50
8.222.177.216,443,true,SIN,Asia Pacific,Singapore,66,3.43
8.219.244.104,443,true,SIN,Asia Pacific,Singapore,69,3.40
8.222.181.232,443,true,SIN,Asia Pacific,Singapore,71,3.30
8.219.223.120,443,true,SIN,Asia Pacific,Singapore,69,3.24
8.222.129.75,443,true,SIN,Asia Pacific,Singapore,71,3.20
8.219.209.54,443,true,SIN,Asia Pacific,Singapore,57,3.19
8.219.182.42,443,true,SIN,Asia Pacific,Singapore,64,3.18
8.222.130.84,443,true,SIN,Asia Pacific,Singapore,70,3.16
8.219.251.23,443,true,SIN,Asia Pacific,Singapore,76,3.08
8.222.128.248,443,true,SIN,Asia Pacific,Singapore,60,3.04
47.130.47.224,443,true,SIN,Asia Pacific,Singapore,61,2.99
8.219.252.39,443,true,SIN,Asia Pacific,Singapore,69,2.96
13.230.34.30,443,true,NRT,Asia Pacific,Tokyo,63,2.91
8.222.138.48,443,true,SIN,Asia Pacific,Singapore,67,2.90
157.254.252.198,443,true,NRT,Asia Pacific,Tokyo,59,2.79
8.222.147.29,443,true,SIN,Asia Pacific,Singapore,63,2.66
8.219.172.88,443,true,SIN,Asia Pacific,Singapore,65,2.63
8.222.178.173,443,true,SIN,Asia Pacific,Singapore,69,2.45
152.70.255.103,443,true,ICN,Asia Pacific,Seoul,64,2.36
150.230.205.76,443,true,SIN,Asia Pacific,Singapore,281,2.24
152.70.90.24,443,true,SIN,Asia Pacific,Singapore,257,2.18
8.222.163.216,443,true,SIN,Asia Pacific,Singapore,68,2.16
158.180.73.8,443,true,ICN,Asia Pacific,Seoul,1460,2.16
8.219.190.97,443,true,SIN,Asia Pacific,Singapore,65,2.13
158.101.95.232,443,true,SIN,Asia Pacific,Singapore,255,2.09
141.147.176.191,443,true,SIN,Asia Pacific,Singapore,277,2.07
138.2.92.119,443,true,SIN,Asia Pacific,Singapore,106,2.01
140.245.73.44,443,true,SIN,Asia Pacific,Singapore,310,1.99
140.245.76.230,443,true,SIN,Asia Pacific,Singapore,289,1.98
146.56.181.107,443,true,SIN,Asia Pacific,Singapore,275,1.96
140.245.77.20,443,true,SIN,Asia Pacific,Singapore,282,1.94
132.226.228.91,443,true,SIN,Asia Pacific,Singapore,267,1.92
158.180.91.185,443,true,SIN,Asia Pacific,Singapore,300,1.90
152.70.251.80,443,true,ICN,Asia Pacific,Seoul,66,1.90
152.70.250.53,443,true,ICN,Asia Pacific,Seoul,70,1.89
158.180.83.16,443,true,ICN,Asia Pacific,Seoul,205,1.89
130.162.134.148,443,true,SIN,Asia Pacific,Singapore,269,1.86
141.147.185.1,443,true,SIN,Asia Pacific,Singapore,292,1.84
130.162.145.238,443,true,SIN,Asia Pacific,Singapore,267,1.82
141.147.161.54,443,true,SIN,Asia Pacific,Singapore,255,1.77
193.122.103.13,443,true,SIN,Asia Pacific,Singapore,293,1.77
158.179.164.144,443,true,SIN,Asia Pacific,Singapore,267,1.77
217.142.138.147,443,true,SIN,Asia Pacific,Singapore,304,1.76
138.2.113.36,443,true,SIN,Asia Pacific,Singapore,282,1.76
140.245.77.45,443,true,SIN,Asia Pacific,Singapore,279,1.74
155.248.174.47,443,true,SIN,Asia Pacific,Singapore,279,1.74
132.145.119.89,443,true,SIN,Asia Pacific,Singapore,259,1.72
158.180.68.104,443,true,SIN,Asia Pacific,Singapore,254,1.72
158.101.93.67,443,true,SIN,Asia Pacific,Singapore,259,1.71
146.56.129.83,443,true,SIN,Asia Pacific,Singapore,297,1.69
158.180.65.104,443,true,SIN,Asia Pacific,Singapore,1285,1.69
193.122.96.233,443,true,SIN,Asia Pacific,Singapore,269,1.68
140.245.76.46,443,true,SIN,Asia Pacific,Singapore,267,1.67
144.24.76.173,443,true,SIN,Asia Pacific,Singapore,284,1.67
152.70.93.210,443,true,SIN,Asia Pacific,Singapore,309,1.66
146.56.131.115,443,true,SIN,Asia Pacific,Singapore,315,1.64
